ListOfficeName,transaction_count,total_sales_volume,median_close_price,median_price_per_sqft,average_days_on_market,median_days_on_market,average_price_ratio,average_original_price_ratio,average_listing_to_contract_days,average_contract_to_close_days,transaction_share_pct,sales_volume_share_pct,transaction_count_rank,sales_volume_rank
The Legacy Real Estate Co.,18,16854000.0,910000.0,633.5,11.17,6.0,1.0106,1.0085,14.39,20.11,0.00402329,0.00315979,2568,2642
Balboa Real Estate Inc,18,16849000.0,826500.0,443.6,32.89,23.0,0.9834,0.9829,36.67,27.72,0.00402329,0.00315885,2568,2643
Paul Hartley Realty,11,16828600.0,1300000.0,855.83,17.0,16.0,1.0016,0.9906,21.55,25.09,0.00245868,0.00315502,3778,2644
Pointe Real Estate Inc.,6,16814000.0,2700000.0,1084.87,63.0,43.0,0.9586,0.9413,79.0,32.83,0.0013411,0.00315229,5843,2645
"eXp Realty of Southern CA, Inc",15,16808500.0,810000.0,576.92,26.93,18.0,1.0238,1.0153,32.47,24.47,0.00335274,0.00315126,2970,2646
New Empire Realty,20,16803900.0,762500.0,523.25,31.7,26.0,0.9929,0.9302,36.25,34.0,0.00447032,0.00315039,2368,2647
"Call It Closed International Realty, Inc",10,16797000.0,912500.0,728.28,20.6,20.5,1.0452,1.0452,21.3,67.5,0.00223516,0.0031491,4060,2648
Catherine Clamp Real Estate,16,16782498.0,842000.0,654.27,33.44,22.5,0.9634,0.9476,51.19,35.31,0.00357626,0.00314638,2824,2649
Valley Realty,11,16777000.0,1256000.0,810.81,10.55,7.0,1.0036,1.0009,10.55,27.45,0.00245868,0.00314535,3778,2650
Hearthstone Homes,21,16764500.0,675000.0,340.74,39.52,16.0,1.0074,0.9811,52.67,34.05,0.00469384,0.00314301,2274,2651
Cindy Chin Realty,7,16759000.0,1998000.0,622.79,55.29,31.0,0.9817,0.9817,62.86,29.29,0.00156461,0.00314198,5273,2652
"SparrowLily Realty, Inc",24,16753400.0,675000.0,411.31,11.29,7.0,1.0076,1.0053,24.54,26.42,0.00536439,0.00314093,2054,2653
The Village Real Estate Co.,21,16748800.0,830000.0,627.23,15.0,10.0,1.0404,1.0404,15.0,28.9,0.00469384,0.00314006,2274,2654
CSIRA Properties Inc.,8,16739500.0,2082500.0,776.54,43.25,7.5,1.0228,1.0168,51.38,30.88,0.00178813,0.00313832,4808,2655
Hugh Borax,12,16736011.0,812500.0,654.18,17.92,11.0,1.0126,0.9946,17.92,25.58,0.00268219,0.00313767,3540,2656
Willowmar Real Estate,14,16732813.0,1120000.0,687.89,20.93,12.0,1.0565,1.047,37.79,26.71,0.00312923,0.00313707,3148,2657
Terranea Real Estate,5,16725000.0,2950000.0,1194.33,25.4,33.0,0.9572,0.9572,31.2,35.0,0.00111758,0.0031356,6570,2658
Live Love Santa Cruz,10,16717250.0,1690000.0,750.62,16.0,12.0,0.9753,0.9508,16.0,12.5,0.00223516,0.00313415,4060,2659
Seventy Seven Management Group,27,16702400.0,537500.0,334.68,71.41,47.0,1.007,0.9969,76.19,34.37,0.00603494,0.00313136,1862,2660
Westhaven Real Estate Services,10,16685850.0,1524500.0,643.79,27.3,18.5,0.9984,0.9633,36.4,31.9,0.00223516,0.00312826,4060,2661
Prime Realty Inc.,18,16677500.0,940000.0,508.31,21.89,17.5,1.015,1.0053,25.06,9.89,0.00402329,0.0031267,2568,2662
Bidwell Realty,47,16674250.0,335000.0,234.8,51.13,21.0,0.9603,0.9322,65.53,35.83,0.01050526,0.00312609,1193,2663
Equity Los Angeles,16,16674000.0,796000.0,522.69,75.06,33.0,0.9789,0.9508,75.44,45.44,0.00357626,0.00312604,2824,2664
North County Associated Brkrs,20,16664900.0,800000.0,508.14,17.45,8.5,0.9879,0.9782,23.25,32.9,0.00447032,0.00312433,2368,2665
Windermere Rowland Realty,22,16664500.0,627500.0,467.97,33.14,21.0,0.9996,0.9978,34.95,51.0,0.00491735,0.00312426,2171,2666
Californian Estates,17,16656000.0,765000.0,562.97,32.65,18.0,0.9819,0.9685,37.41,32.0,0.00379977,0.00312267,2693,2667
COMPLETE HOME REALTY,23,16642500.0,600000.0,453.75,50.78,32.0,1.0122,0.9714,58.91,31.13,0.00514087,0.00312013,2103,2668
"Clifford R Stevens, Broker",19,16611500.0,660000.0,464.27,43.26,20.0,0.9744,0.921,142.37,57.58,0.00424681,0.00311432,2472,2669
Porchlight Real Estate Brokers,25,16602750.0,570000.0,266.63,65.12,49.0,0.9847,0.9523,70.76,35.76,0.0055879,0.00311268,1976,2670
"Tandado Real Estate, Inc.",15,16599500.0,575000.0,381.64,25.73,20.0,0.9527,0.9504,29.47,30.47,0.00335274,0.00311207,2970,2671
Yarkin Realty,7,16590000.0,2170000.0,1784.54,45.71,12.0,1.0505,1.0314,46.29,24.43,0.00156461,0.00311029,5273,2672
"Powers Realty, Inc.",12,16587000.0,1060000.0,755.25,18.42,18.5,1.0298,1.0262,25.25,25.17,0.00268219,0.00310973,3540,2673
"Century 21 Hometown Realty, Atascadero Office",22,16575500.0,685000.0,477.73,57.86,20.0,0.9967,0.9535,66.95,34.27,0.00491735,0.00310757,2171,2674
"Jason Mitchell Real Estate California, Inc.",22,16567500.0,777500.0,527.26,56.73,29.5,1.0099,0.985,67.68,19.32,0.00491735,0.00310607,2171,2675
"Perry Handy, Broker",15,16555000.0,1185000.0,710.06,14.2,8.0,1.0036,1.0003,20.07,34.73,0.00335274,0.00310373,2970,2676
RITA SHAW BROKER & ASSOCIATES,30,16554250.0,553500.0,316.02,21.03,13.0,1.0106,1.0056,53.57,33.4,0.00670548,0.00310359,1700,2677
Pacific Plains Realty,8,16554020.0,2175260.0,749.98,40.12,24.0,0.9677,0.9334,42.62,26.62,0.00178813,0.00310355,4808,2678
beycome of California,32,16551825.0,431000.0,299.66,71.69,29.0,0.9386,0.9044,76.31,44.19,0.00715252,0.00310314,1606,2679
Select Service Realty,28,16536165.0,522000.0,308.41,48.36,37.5,1.0085,0.9807,57.36,42.32,0.00625845,0.0031002,1800,2680
Platinum Real Estate Group,28,16530500.0,604500.0,341.64,26.86,13.0,0.984,0.9802,27.86,39.29,0.00625845,0.00309914,1800,2681
"Seaside Realty, Inc",16,16525533.0,1014750.0,690.95,45.25,33.5,0.9226,0.8969,47.38,28.06,0.00357626,0.00309821,2824,2682
Pacific One Realty,14,16516500.0,1137500.0,564.84,21.86,18.0,0.9859,0.9742,26.43,22.57,0.00312923,0.00309651,3148,2683
Tempo Realty,7,16514750.0,1650000.0,805.56,64.43,30.0,0.9872,0.9489,72.86,30.29,0.00156461,0.00309618,5273,2684
Smart Choice Realty,15,16511375.0,1095000.0,654.86,41.8,24.0,0.99,0.9816,44.13,30.4,0.00335274,0.00309555,2970,2685
Real Estate Avenue,15,16505000.0,1125000.0,837.21,48.47,20.0,1.0961,1.0403,37.47,25.8,0.00335274,0.00309436,2970,2686
Westside Realty Group,9,16501351.0,1395000.0,843.88,45.78,41.0,0.948,0.9409,48.56,18.11,0.00201165,0.00309367,4401,2687
"Anchor Funding, Inc.",20,16494001.0,692500.0,519.48,35.7,17.0,1.0058,0.9887,38.25,24.9,0.00447032,0.00309229,2368,2688
Brickhouse Real Estate Partner,17,16484000.0,750000.0,404.67,24.65,20.0,0.9893,0.9752,26.47,24.0,0.00379977,0.00309042,2693,2689
"Thiel Real Estate & Property Management, Inc.",20,16478450.0,797000.0,446.09,57.95,57.0,0.9969,0.9727,60.45,8.15,0.00447032,0.00308938,2368,2690
Wilbur Properties,6,16477990.0,2841500.0,1634.24,12.83,7.5,1.1978,1.1978,12.83,20.0,0.0013411,0.00308929,5843,2691
"Citadel Ventures, Inc.",12,16476000.0,812500.0,628.73,40.5,20.5,0.9799,0.9709,44.92,42.92,0.00268219,0.00308892,3540,2692
Blackbird Real Estate Group,60,16462504.0,248950.0,168.17,84.07,46.0,0.9524,0.9269,97.67,44.82,0.01341097,0.00308639,955,2693
HB Ranch and Home Properties,41,16456370.0,385000.0,239.91,46.27,24.0,0.9794,0.9561,49.78,36.76,0.00916416,0.00308524,1333,2694
Realty World Legends of Santa Clarita Valley Inc.,20,16453950.0,817000.0,476.08,74.45,50.0,0.983,0.9228,88.3,28.2,0.00447032,0.00308479,2368,2695
The Listers,13,16450000.0,1175000.0,655.33,46.77,21.0,0.9872,0.9829,51.92,30.69,0.00290571,0.00308404,3339,2696
Chase Skye Realty Group,15,16442000.0,815000.0,516.24,31.93,26.0,0.9742,0.9619,33.6,38.87,0.00335274,0.00308255,2970,2697
Berkeley Hills Realty,11,16436000.0,1500000.0,712.67,14.91,14.0,1.1823,1.1924,14.91,16.0,0.00245868,0.00308142,3778,2698
Century 21 Epic-Clearlake,78,16421066.0,192500.0,153.41,107.04,86.5,0.9387,0.8693,110.53,34.21,0.01743426,0.00307862,759,2699
Sterling Coast to Coast Inc.,30,16410400.0,445500.0,299.03,48.37,32.5,0.9947,0.9701,67.13,28.83,0.00670548,0.00307662,1700,2700
Arc Realty,15,16404900.0,965000.0,540.7,41.73,25.0,1.0054,0.9998,43.73,22.6,0.00335274,0.00307559,2970,2701
Realty World Premier Properties,4,16398000.0,4450000.0,1280.73,13.75,8.5,1.0199,0.9984,13.75,22.5,0.00089406,0.0030743,7515,2702
Giant Realty,12,16393888.0,824000.0,842.31,37.58,14.0,1.0087,0.9997,39.0,26.42,0.00268219,0.00307353,3540,2703
SanTal Real Estate,29,16382500.0,545000.0,363.95,34.55,26.0,0.9948,0.9591,53.69,44.21,0.00648197,0.00307139,1757,2704
Infinity Properties,16,16381300.0,892500.0,370.25,102.5,43.5,0.939,0.907,102.5,24.25,0.00357626,0.00307117,2824,2705
Hideaway Properties Corporation,4,16375000.0,4225000.0,1091.9,74.0,61.5,0.9542,0.9195,74.25,61.5,0.00089406,0.00306998,7515,2706
Riverpark Realty,19,16371411.0,795000.0,472.02,22.53,21.0,1.0089,1.0021,34.84,26.63,0.00424681,0.00306931,2472,2707
Beverly & Company Luxury Properties,15,16367000.0,830000.0,519.53,36.6,19.0,1.0108,1.0064,39.93,35.0,0.00335274,0.00306848,2970,2708
Electric Estates,18,16340000.0,872500.0,572.89,30.72,26.5,1.0085,1.0047,32.22,35.56,0.00402329,0.00306342,2568,2709
Farrell Smyth Real Estate,16,16339000.0,995000.0,563.2,35.75,8.0,0.9792,0.9562,59.31,38.06,0.00357626,0.00306323,2824,2710
Altiore Estates,17,16329000.0,851000.0,543.27,27.06,23.0,1.0064,0.9987,28.18,23.47,0.00379977,0.00306136,2693,2711
Smart Equity Realty Inc,18,16328999.0,845000.0,665.75,40.28,19.0,1.0206,1.6022,46.78,32.44,0.00402329,0.00306136,2568,2712
Surfside-Anacapa Real Estate,27,16321800.0,621200.0,503.27,64.52,45.0,0.9739,0.9581,70.67,28.7,0.00603494,0.00306001,1862,2713
Pivot Homes,22,16315000.0,761250.0,495.55,23.5,14.0,1.019,1.0181,27.73,32.55,0.00491735,0.00305874,2171,2714
Williams & Co. Real Estate,26,16312500.0,602500.0,304.02,28.08,8.5,1.0113,1.0064,31.42,38.27,0.00581142,0.00305827,1921,2715
MBI Realty Group,7,16306800.0,2321800.0,1129.86,91.71,92.0,1.0473,1.0202,91.71,51.29,0.00156461,0.0030572,5273,2716
Neptune Partners,5,16295000.0,3350000.0,891.83,24.6,15.0,0.9891,0.9836,27.8,24.2,0.00111758,0.00305499,6570,2717
Heritage Properties,14,16279000.0,1206000.0,610.6,27.64,11.0,1.0333,1.0069,27.86,24.43,0.00312923,0.00305199,3148,2718
Mesa Properties Inc.,35,16247300.0,450000.0,265.1,37.11,26.0,0.9957,0.9827,43.11,40.57,0.00782306,0.00304604,1490,2719
1st Choice Home Team,22,16244500.0,651000.0,448.71,31.64,25.0,1.0112,1.0078,43.09,27.18,0.00491735,0.00304552,2171,2720
GOOD LIFE REALTORS,22,16238997.0,775499.5,551.1,25.5,21.5,1.0074,0.9979,32.5,29.5,0.00491735,0.00304449,2171,2721
Remeo Realty Corp,16,16236498.0,910000.0,676.6,82.06,43.0,1.0025,0.9683,96.19,29.06,0.00357626,0.00304402,2824,2722
The Real Estate Firm,30,16234800.0,550000.0,338.3,32.83,21.5,0.9959,0.9855,48.43,40.57,0.00670548,0.0030437,1700,2723
Cal Mutual Inc,28,16231000.0,517500.0,321.9,44.96,22.0,0.9817,0.9376,50.25,39.96,0.00625845,0.00304299,1800,2724
La Rosa Realty California,25,16224900.0,522600.0,417.23,46.96,35.0,0.9296,0.8995,59.88,41.6,0.0055879,0.00304184,1976,2725
Ardor Homes,8,16211500.0,1675500.0,938.23,7.62,6.5,1.0049,1.0049,8.12,22.88,0.00178813,0.00303933,4808,2726
"Boyd Real Estate, Inc.",27,16208500.0,575000.0,371.16,76.22,41.0,0.9529,0.8882,83.04,28.96,0.00603494,0.00303877,1862,2727
Cambridge Homes,19,16207500.0,850000.0,552.62,32.05,33.0,0.9902,0.9715,32.74,10.63,0.00424681,0.00303858,2472,2728
"Leisure Living Resales, Inc.",45,16206900.0,340000.0,389.83,39.93,24.0,0.9771,0.9849,50.07,48.24,0.01005823,0.00303847,1236,2729
YUCAIPA VALLEY REAL ESTATE,33,16204500.0,480000.0,335.55,47.97,21.0,0.9588,0.9248,74.15,65.0,0.00737603,0.00303802,1568,2730
Voyage Real Estate,11,16200000.0,1190000.0,737.29,42.0,16.0,1.044,1.02,42.0,25.45,0.00245868,0.00303717,3778,2731
DOLLY REALTY,14,16174000.0,1112500.0,561.45,71.71,34.5,0.9666,0.9418,90.14,26.79,0.00312923,0.0030323,3148,2732
Property Leaders,13,16169955.0,1070700.0,627.57,29.46,23.0,0.9851,0.9551,33.0,27.92,0.00290571,0.00303154,3339,2733
SD Real Estate,20,16162000.0,735000.0,598.99,20.85,10.0,0.9963,0.982,26.6,25.95,0.00447032,0.00303005,2368,2734
EXIT Realty Consultants,13,16154752.0,940000.0,546.07,39.23,19.0,0.9881,0.9685,35.08,24.38,0.00290571,0.00302869,3339,2735
Calwide Realty & Mtg,10,16149000.0,1802500.0,879.75,15.8,10.0,1.0502,1.0358,15.8,20.6,0.00223516,0.00302761,4060,2736
Whitney Realty,15,16147200.0,1182500.0,705.75,17.67,11.0,1.0291,1.0164,31.47,27.4,0.00335274,0.00302728,2970,2737
Heritage Realty,14,16146000.0,1298500.0,826.88,59.86,57.0,0.9985,0.953,69.79,26.86,0.00312923,0.00302705,3148,2738
Toma Real Estate,18,16140888.0,817500.0,606.83,29.61,17.0,0.9973,0.9855,30.67,36.67,0.00402329,0.00302609,2568,2739
Vacaystay Real Estate,14,16140000.0,1187500.0,373.13,34.71,24.0,0.9663,0.9495,53.14,38.36,0.00312923,0.00302593,3148,2740
C-21 Realty Team,26,16134900.0,650700.0,494.12,64.65,39.0,0.9493,0.9308,78.38,41.88,0.00581142,0.00302497,1921,2741
Jason Mitchell R. E. Calif.,14,16134000.0,1054000.0,640.05,45.71,30.0,0.9973,0.9813,59.07,30.36,0.00312923,0.0030248,3148,2742
"Fortis Realty Group, Inc",35,16116500.0,422000.0,230.16,84.29,67.0,1.0094,0.9963,88.46,27.71,0.00782306,0.00302152,1490,2743
"Menconi And Associates, Inc.",16,16111000.0,831000.0,354.33,37.88,22.5,0.9766,0.9636,43.88,26.75,0.00357626,0.00302049,2824,2744
MD Properties,7,16108954.0,1610000.0,905.0,76.29,61.0,0.9748,0.9066,76.29,39.14,0.00156461,0.00302011,5273,2745
Executives Group Real Estate Inc.,20,16107000.0,675500.0,561.46,22.45,12.0,1.0156,1.0132,38.5,30.8,0.00447032,0.00301974,2368,2746
"Sage Real Estate Group, Inc.",16,16102499.0,840000.0,559.47,79.44,57.0,0.9835,0.9431,99.19,46.06,0.00357626,0.0030189,2824,2747
RE/MAX Integrity,19,16090900.0,765000.0,513.2,48.11,25.0,0.9824,0.9595,57.42,25.0,0.00424681,0.00301672,2472,2748
NEW STAR REALTY & INVESTMENT,22,16066800.0,699950.0,380.76,41.05,41.0,0.9891,0.9811,63.09,33.5,0.00491735,0.0030122,2171,2749
Referral Realty-BV,10,16066008.0,1632500.0,987.21,14.3,13.0,1.0441,1.0441,14.3,22.7,0.00223516,0.00301205,4060,2750
Era Polly Real Estate,23,16062200.0,680000.0,371.46,37.91,17.0,0.9964,0.975,41.7,31.96,0.00514087,0.00301134,2103,2751
United Mutual Corp.,6,16057000.0,2050000.0,782.45,30.0,13.0,0.9685,0.9641,31.33,27.0,0.0013411,0.00301037,5843,2752
"JP Real Estate Services, Inc.",18,16038500.0,777500.0,626.73,36.83,19.0,1.0142,0.9927,40.61,29.72,0.00402329,0.0030069,2568,2753
Keller Williams Realty- YL/ AH,12,16038000.0,767500.0,572.72,60.5,30.5,0.9748,0.964,78.92,37.17,0.00268219,0.0030068,3540,2754
CENTURY 21 ADAMS & BARNES,20,16037000.0,797500.0,606.52,54.7,46.0,0.9859,0.987,57.75,38.6,0.00447032,0.00300662,2368,2755
Catalina Realtors,15,16024000.0,1000000.0,948.28,105.6,42.0,0.929,0.9264,117.47,43.07,0.00335274,0.00300418,2970,2756
CASTLE REALTY GROUP INC.,31,16023000.0,517000.0,327.46,63.16,32.0,0.996,0.9723,80.35,46.74,0.006929,0.00300399,1650,2757
Lily Field Realty,14,16021000.0,922000.0,518.45,21.86,18.5,0.9941,0.9956,26.07,35.79,0.00312923,0.00300362,3148,2758
McLain Properties,17,16019000.0,775000.0,628.67,36.59,8.0,0.9773,0.9491,46.82,24.71,0.00379977,0.00300324,2693,2759
Mt. Helix Lifestyles R.E. Serv,21,16014900.0,715000.0,501.17,25.9,17.0,0.9886,0.952,28.05,30.0,0.00469384,0.00300247,2274,2760
Re/Max Connections,19,15996000.0,789000.0,496.71,37.89,19.0,0.9759,0.9707,52.26,36.68,0.00424681,0.00299893,2472,2761
"ENRG Realty, Inc",22,15990300.0,475000.0,265.8,42.91,30.5,1.0008,0.994,48.5,37.86,0.00491735,0.00299786,2171,2762
Crystal Estates,15,15964000.0,955000.0,625.0,12.87,12.0,1.0045,0.9923,15.0,24.79,0.00335274,0.00299293,2970,2763
Emerge Real Estate,33,15960300.0,475000.0,236.62,43.06,28.0,0.9907,0.9683,48.82,32.3,0.00737603,0.00299224,1568,2764
Bressi Realty,18,15959660.0,705767.5,540.32,24.5,12.5,0.9794,0.9244,26.0,27.33,0.00402329,0.00299212,2568,2765
VonKeith Burbank,17,15949327.0,1002550.0,538.71,19.71,11.0,1.0343,1.0228,27.47,34.47,0.00379977,0.00299018,2693,2766
Edward Jacuinde Real Estate,12,15931735.0,973500.0,639.27,36.17,21.5,0.9835,0.9707,43.25,28.58,0.00268219,0.00298688,3540,2767
Garden Ranch Real Estate,30,15909869.0,525200.0,376.15,61.93,35.5,0.964,0.9316,102.23,37.3,0.00670548,0.00298278,1700,2768
"RELO REDAC, Inc.",19,15903000.0,840000.0,674.54,22.47,25.0,0.9899,0.9828,25.63,34.74,0.00424681,0.00298149,2472,2769
Diane Sullivan Realty,9,15890000.0,1625000.0,836.19,26.44,14.0,1.0007,0.9893,26.89,25.67,0.00201165,0.00297906,4401,2770
Distinct Concierge Real Estate,6,15882000.0,1857500.0,628.24,64.17,37.5,0.9933,0.9704,69.33,23.67,0.0013411,0.00297756,5843,2771
Happy Real Estate Inc,12,15875000.0,1102000.0,635.96,29.25,20.0,0.9864,0.9758,38.33,34.5,0.00268219,0.00297624,3540,2772
ARAA REALTY,4,15870000.0,3975000.0,1659.32,14.75,7.0,1.0843,1.0533,14.75,19.25,0.00089406,0.00297531,7515,2773
Access Coastal Realty,15,15866500.0,960000.0,590.62,65.47,31.0,0.9867,0.9495,71.53,29.4,0.00335274,0.00297465,2970,2774
"Dat Vu, Broker",10,15865000.0,1602500.0,862.5,25.4,20.5,1.02,0.9926,28.2,21.2,0.00223516,0.00297437,4060,2775
Destiny Group Real Estate Services Inc,22,15854234.0,662495.0,306.85,50.95,49.0,0.997,0.9939,54.0,52.23,0.00491735,0.00297235,2171,2776
"Wayland Properties, Inc.",12,15852000.0,1012500.0,627.22,39.08,27.5,0.9827,0.9671,38.92,23.5,0.00268219,0.00297193,3540,2777
Century 21 Sandcastle Realty,12,15847000.0,1215000.0,712.46,55.83,35.5,0.9651,0.9322,44.67,27.67,0.00268219,0.00297099,3540,2778
Central Coast Property Sales,15,15844000.0,870000.0,645.16,45.2,33.0,0.9833,0.9487,54.4,30.53,0.00335274,0.00297043,2970,2779
Horizon Real Estate,20,15816000.0,777500.0,569.54,32.15,21.0,0.9929,0.9985,32.5,21.55,0.00447032,0.00296518,2368,2780
Synoptic Real Estate Group,13,15807000.0,1275000.0,692.99,37.62,28.0,1.0287,1.0132,35.62,22.0,0.00290571,0.0029635,3339,2781
The Nahin Group,6,15797000.0,2054000.0,1098.09,13.67,12.0,1.0246,1.0246,15.0,22.5,0.0013411,0.00296162,5843,2782
Islander Realty,11,15793500.0,1477500.0,985.11,39.73,16.0,0.9579,0.9215,41.36,32.55,0.00245868,0.00296096,3778,2783
Coldwell Banker Associated Brokers Realty,14,15791500.0,973500.0,595.36,42.29,18.0,0.9857,0.9485,44.79,31.64,0.00312923,0.00296059,3148,2784
MY LOCAL REALTY SEVICES,18,15788766.0,784500.0,399.75,37.94,20.0,1.004,0.9913,38.0,22.44,0.00402329,0.00296008,2568,2785
Archuleta Realty,18,15778000.0,822500.0,644.96,61.28,22.5,1.0116,1.008,76.83,29.94,0.00402329,0.00295806,2568,2786
"Tracey Stotz, Broker",17,15776000.0,815000.0,517.13,27.29,16.0,1.0068,0.9966,32.35,25.12,0.00379977,0.00295768,2693,2787
Ind Rlty-DeMattei & Assoc,23,15774950.0,635000.0,458.72,32.35,18.0,0.9841,0.9664,42.87,37.39,0.00514087,0.00295749,2103,2788
Smart Sell Real Estate,30,15766000.0,490000.0,331.06,26.8,16.5,0.9708,1.2713,36.13,44.77,0.00670548,0.00295581,1700,2789
